entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase,fecha_de_publicacion_fase_1,fecha_de_publicacion,fecha_de_publicacion_fase_2,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,fecha_adjudicacion,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen
EMPRESA SOCIAL DEL ESTADO METROSALUD,800058016,Antioquia,Medellín,Territorial,Descentralizada,CO1.REQ.4334327,2892-2023,704755099,CO1.BDOS.4235057,INDUSTRIALES IVOR S.A. CASA INGLESA,"PRESTACION DE SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LAS PLANTAS ELECTRICAS DE LAS UNIDADES HOSPITALRIAS , CENTRO DE SALUD Y SEDE ADMINISTRATIVA DEL EDIFICIO SACATIN DE LA ESE METROSALUD",Presentación de oferta,2023-03-29T00:00:00.000,2023-03-29T00:00:00.000,,,,,2023-03-29T00:00:00.000,171991158,Contratación régimen especial,Decreto 092 de 2017,282,día(s),,,,Medellín,UC ESE METROSALUD,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.72102900,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4237072,704755099,Presentación de oferta
ALCALDIA  MUNICIPIO DE IBAGUE*,800113389,Tolima,Ibagué,Territorial,Centralizada,CO1.REQ.600806,AI-CD-PSN-0640-2018,700787393,CO1.BDOS.580394,AI-CD-PSN-0640-2018,"PRESTACION DE SERVICIOS DE APOYO COMO VIGIA  DE TRANSITO  EN LA PREVENCION, REGULACION Y MEJORAMIENTO DE LA MOVILIDAD  Y LA SEGURIDAD VIAL  A CARGO DE LA STTM DEL MUNICIPIO DE IBAGUE",Presentación de oferta,2018-10-31T00:00:00.000,2018-10-31T00:00:00.000,,,,,2018-10-31T00:00:00.000,2200000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),,,,Ibagué,DIRECCIÓN DE CONTRATACIÓN VIGENCIA 2016-2019,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.581203,700787393,Presentación de oferta
SENA REGIONAL GUAJIRA Grupo Mixto de Apoyo Administrativo,899999034,La Guajira,Riohacha,Nacional,Descentralizada,CO1.REQ.4933244,SAMC-GJR-0002-2023 (Manifestación de interés (Menor Cuantía)),704156207,CO1.BDOS.4785948,SAMC-GJR-0002-2023 (Manifestación de interés (Menor Cuantía)),"Prestar el servicio integral de jardinería, poda de árboles, pradización, fumigación, rodentización (control de ventores), y el servicio de mantenimiento, lavado y desinfección de los tanques de almacenamiento de agua subterráneos y elevados, para todas las Sedes del Servicio Nacional de Aprendizaje SENA Regional Guajira",Manifestación de interés (Menor Cuantía),2023-08-10T00:00:00.000,2023-08-10T00:00:00.000,,,2023-08-10T00:00:00.000,,,416855066,Selección Abreviada de Menor Cuantía,Presupuesto menor al 10% de la Menor Cuantía,5,Mes(es),2023-08-18T00:00:00.000,2023-08-18T00:00:00.000,2023-08-18T00:00:00.000,No Aplica,441010 - Dirección Regional,0,0,27,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.72102103,Cerrado,Prestación de servicios,No Definido,"V170111502, V170111503, V170111508, V170111703, V170111712, V172102106, V172154043, V176111501",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4833551,704156207,Manifestación de interés (Menor Cuantía)
ALCALDÍA MUNICIPAL DE CANDELARIA VALLE,891380038,Valle del Cauca,Candelaria,Territorial,Centralizada,CO1.REQ.8830432,MDC-ST-CD-178-2025,701400236,CO1.BDOS.8673425,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA FORTALECER BUENAS CONDUCTAS Y COMPORTAMIENTOS SEGUROS EN LAS VÍAS; EN EL MARCO DEL PROYECTO TRANSFORMACIÓN DE LA MOVILIDAD CON SEGURIDAD VIAL; TRANSP,"PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA FORTALECER BUENAS CONDUCTAS Y COMPORTAMIENTOS SEGUROS EN LAS VÍAS, EN EL MARCO DEL PROYECTO TRANSFORMACIÓN DE LA MOVILIDAD CON SEGURIDAD VIAL, TRANSPORTE EFICIENTE Y DESARROLLO SOSTENIBLE EN EL MUNICIPIO DE CANDELARIA CON BPIN (2024761300034).",Presentación de oferta,2025-09-02T00:00:00.000,2025-09-02T00:00:00.000,,,,,2025-09-02T00:00:00.000,10500000,Contratación directa,Servicios profesionales y apoyo a la gestión,0,día(s),,,,Candelaria,SECRETARIA DE TRANSITO Y TRANSPORTE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8708287,701400236,Presentación de oferta
UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC1,900523392,Distrito Capital de Bogotá,Bogotá,Nacional,Descentralizada,CO1.REQ.8859418,USPEC-CTO-258-2025,700675051,CO1.BDOS.8701429,PRESTAR LOS SERVICIOS PROFESIONALES A LA UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS USPEC; PARA REALIZAR LA GESTION DE LOS PLANES; PROGRAMAS Y PROYECTOS A CARGO DE LA DIRECCION DE INFRAESTRUCT,"PRESTAR LOS
SERVICIOS PROFESIONALES A LA UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS USPEC,
PARA REALIZAR LA GESTION DE LOS PLANES, PROGRAMAS Y PROYECTOS A CARGO DE LA DIRECCION
DE INFRAESTRUCTURA",Presentación de oferta,2025-09-05T00:00:00.000,2025-09-05T00:00:00.000,,,,,2025-09-05T00:00:00.000,38666667,Contratación directa,Servicios profesionales y apoyo a la gestión,3,Mes(es),,,,Bogotá,Unidad de Contratacion Direccion General,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80161500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8729011,700675051,Presentación de oferta
PARQUES NACIONALES NATURALES DE COLOMBIA - DIRECCION TERRITORIAL ANDES NORORIENTALES,804001738,Santander,Bucaramanga,Territorial,Centralizada,CO1.REQ.1134462,DTAN-CD-089-2020,701236044,CO1.BDOS.1098247,Prestación de servicios profesionales y de apoyo a la gestión en los procesos de relacionamiento con comunidades locales y actores institucionales en el marco de las diferentes estrategias de manejo d,Prestación de servicios profesionales y de apoyo a la gestión en los procesos de relacionamiento con comunidades locales y actores institucionales en el marco de las diferentes estrategias de manejo del Parque Nacional Natural Serranía de los Yariguíes.,Fase de ofertas,2020-02-07T00:00:00.000,2020-02-07T00:00:00.000,,,,,2020-02-07T00:00:00.000,40062090,Contratación directa,Servicios profesionales y apoyo a la gestión,312,día(s),,,,No Aplica,PNN YARIGUIES,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.77101604,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1095805,701236044,Fase de ofertas
CENTRO NACIONAL DE MEMORIA  HISTORICA,900492141,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.9999054,427-2026,700886047,CO1.BDOS.9830685,Prestar servicios profesionales al Centro Nacional de Memoria Histórica para apoyar el proceso curatorial de los dispositivos de apropiación social originados en la estrategia de investigación- creaci,"Prestar servicios profesionales al Centro Nacional de Memoria Histórica para apoyar el proceso curatorial de los dispositivos de apropiación social originados en la estrategia de investigación-creación denominada Voces en movimiento, en el marco del proyecto de inversión  Adecuación del Mecanismo no Judicial de Contribución a la Verdad y la Memoria Histórica en el Marco de la Paz Total .",Presentación de oferta,2026-01-28T00:00:00.000,2026-01-28T00:00:00.000,,,,,2026-01-28T00:00:00.000,53088112,Contratación directa,Servicios profesionales y apoyo a la gestión,11,Mes(es),,,,Bogotá,CONTRATOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111619,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9849815,700886047,Presentación de oferta
Concejo Municipal de Bello,890980112,Antioquia,Bello,Territorial,Centralizada,CO1.REQ.4168905,012-2023,706106986,CO1.BDOS.4072189,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN,PRESTACIÓN DE SERVICIO DE APOYO A LA GESTIÓN EN EL PROCESO DE GESTIÓN DOCUMENTAL Y ARCHIVO EN EL CONCEJO MUNICIPAL DE BELLO,Presentación de oferta,2023-02-24T00:00:00.000,2023-02-24T00:00:00.000,,,,,2023-02-24T00:00:00.000,13600000,Contratación directa,Servicios profesionales y apoyo a la gestión,8,Mes(es),,,,Bello,CONTRATACIÓN Y COMPRAS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4073276,706106986,Presentación de oferta
DANE - DIRECCION TERRITORIAL NORTE,899999027,Atlántico,No Definido,Nacional,Centralizada,CO1.REQ.6602379,EDP-DTN-044-2024-1-TN,702860123,CO1.BDOS.6477055,540410523 CE_2024_DRA_BDC Prestación de servicios de apoyo a la gestión técnica y administrativa en la etapa de barrido del Censo Económico Nacional Urbano.,540410523 CE_2024_DRA_BDC Prestación de servicios de apoyo a la gestión técnica y administrativa en la etapa de barrido del Censo Económico Nacional Urbano.,Presentación de oferta,2024-08-01T00:00:00.000,2024-08-01T00:00:00.000,,,,,2024-08-01T00:00:00.000,11500000,Contratación directa,Servicios profesionales y apoyo a la gestión,150,día(s),,,,No Aplica,DANE - DIRECCION TERRITORIAL NORTE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6485882,702860123,Presentación de oferta
COLEGIO CIUDAD DE MONTREAL IED,830062537,No Definido,No Definido,Territorial,Centralizada,CO1.REQ.4015420,06022023,704193986,CO1.BDOS.3919439,ACTUALIZACION PROGRAMA  FINANCIERO 2023,"ACTUALIZACIÓN PROGRAMA FINANCIERO FSE, DE TESORERÍA Y CONTABILIDAD 2023 CON SU RESPECTIVO ACOMPAÑAMIENTO DURANTE LA VIGENCIA 2023",Presentación de oferta,2023-02-03T00:00:00.000,2023-02-03T00:00:00.000,,,,,2023-02-03T00:00:00.000,820000,Contratación régimen especial,Decreto 092 de 2017,5,día(s),,,,Bogotá,COLEGIO CIUDAD DE MONTREAL IED,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.43232110,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3920724,704193986,Presentación de oferta
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL.*,890981536,Antioquia,Yolombó,Territorial,Centralizada,CO1.REQ.5742860,MCCC_01,704115484,CO1.BDOS.5625588,ARRENDAMIENTO VEHICULO,"ARRENDAMIENTO POR DIAS VEHICULO DE PLACAS BXF481 PARA TRANSPORTE DE PERSONAS, INSUMOS Y ELEMENTOS REQUERIDOS EN EL DESARROLLO DE LAS ACTIVIDADES DE LA ENTIDAD, PREVIA PROGRAMACION DE LA ESE DURANTE EL MES DE ENERO",Presentación de oferta,2024-02-10T00:00:00.000,2024-02-10T00:00:00.000,,,,,2024-02-10T00:00:00.000,1537480,Contratación régimen especial,Regla aplicable,30,día(s),,,,Yolombó,UNIDAD DE CONTRATACION HOSPITAL YOLOMBÒ,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.78111808,Abierto,Arrendamiento de muebles,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5633560,704115484,Presentación de oferta
MUNICIPIO SANTA ROSA DE OSOS,890981554,Antioquia,Santa Rosa De Osos,Territorial,Centralizada,CO1.REQ.9890110,CPSA DOJ 081 2026,704959766,CO1.BDOS.9722234,APOYO EN LA EJECUCIÓN DE LAS DIFERENTES ACTIVIDADES PROGRAMADAS DESDE LA CASA DE JUVENTUD; EN LA ZONA URBANA Y RURAL DEL MUNICIPIO DE SANTA ROSA DE OSOS.,"APOYO EN LA EJECUCIÓN DE LAS DIFERENTES ACTIVIDADES PROGRAMADAS DESDE LA CASA DE JUVENTUD, EN LA ZONA URBANA Y RURAL DEL MUNICIPIO DE SANTA ROSA DE OSOS.",Presentación de oferta,2026-01-23T00:00:00.000,2026-01-23T00:00:00.000,,,,,2026-01-23T00:00:00.000,29680000,Contratación directa,Servicios profesionales y apoyo a la gestión,320,día(s),,,,Santa Rosa De Osos,Gestión Contractual,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.93151500,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9738786,704959766,Presentación de oferta
ASAMBLEA DEPARTAMENTAL DE CASANARE1,800228493,Casanare,Yopal,Territorial,Descentralizada,CO1.REQ.4763183,CD-ADC-22,712160035,CO1.BDOS.4658009,ANDRES FELIPE CASTILLO BARON,CONTRATAR LOS SERVICIOS DE APOYO A LA GESTION COMO AUXILIAR DE MANTENIMIENTO DE LA INFRAESTRUCTURA FISICA DE LA ASAMBLEA DEPARTAMENTAL DE CASANARE.,Presentación de oferta,2023-06-28T00:00:00.000,2023-06-28T00:00:00.000,,,,,2023-06-28T00:00:00.000,6000000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),,,,No Aplica,CONTRATACION DIRECTA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4664340,712160035,Presentación de oferta
ALCALDIA DE PASTO,891280000,Nariño,Pasto,Territorial,Descentralizada,CO1.REQ.9263598,IP-2025-145,700694094,CO1.BDOS.9098519,MINIMA IMPLEMENTOS DE GIMNASIO,"El Contratista se compromete para con el Municipio de Pasto a suministrar máquinas para gimnasio, las cuales serán destinadas al uso de las personas privadas de la libertad recluidas en el Establecimiento Carcelario y Penitenciaría de Media Seguridad con Reclusión de Mujeres de Pasto. SGMBS046",Presentación de oferta,2025-11-13T00:00:00.000,2025-11-13T00:00:00.000,,,,,2025-11-13T00:00:00.000,92400000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,30,día(s),2025-11-20T00:00:00.000,2025-11-20T00:00:00.000,2025-11-20T00:00:00.000,Pasto,Departamento Administrativo de Contratación Pública,0,0,15,0,5,0,0,5,0,Seleccionado,70,Si,CO1.AWD.2438731,703211391,Nariño,Pasto,2025-12-02T00:00:00.000,82076690,ALY NATHALIE GOMEZ FIGUEROA,IMEDSUR SAS,900363690,V1.49201600,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9124551,700694094,Adjudicado
FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,8001316486,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.5496747,FTIC-PS-012-2024,700090079,CO1.BDOS.5378814,SEBASTIAN ORLANDO TRIANA DURAN,"Prestar servicios profesionales al Ministerio/Fondo Único de TIC en la revisión y verificación de la información técnica en el trámite de la gestión de contratación para desarrollar los objetivos estratégicos y misionales de la entidad, en articulación con el Modelo Integrado de Gestión (MIG).",Presentación de oferta,2024-01-04T00:00:00.000,2024-01-04T00:00:00.000,,,,,2024-01-04T00:00:00.000,113508000,Contratación directa,Servicios profesionales y apoyo a la gestión,362,día(s),,,,Bogotá,UNIDAD DE CONTRATACION FONTIC,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5391230,700090079,Presentación de oferta
UNIVERSIDAD NACIONAL DE COLOMBIA,899999063,Distrito Capital de Bogotá,No Definido,Nacional,Centralizada,CO1.REQ.9882493,UNAL-BOG-2026-ING-412,700698038,CO1.BDOS.9714721,PRESTAR SERVICIOS PROFESIONALES EN GEOLOGIA PARA APOYAR A LOS COMPONENTES FÍSICO; QUÍMICO Y BIOLÓGICO DEL PROYECTO DE INVESTIGACION  EVALUACIÓN MULTIESCALA DE LA INTERACCIÓN DE LOS PROCESOS FÍSICOS,"PRESTAR SERVICIOS PROFESIONALES EN GEOLOGIA PARA APOYAR A LOS COMPONENTES FÍSICO, QUÍMICO Y BIOLÓGICO DEL PROYECTO DE INVESTIGACION EVALUACIÓN MULTIESCALA DE LA INTERACCIÓN DE LOS PROCESOS FÍSICOS,
QUÍMICOS Y BIOLÓGICOS EN LA PROSPECTIVIDAD DE FUENTES NO CONVENCIONALES DE ENERGÍA DEL SUBSUELO- PROYECTO SHATKI.",Presentación de oferta,2026-01-23T00:00:00.000,2026-01-23T00:00:00.000,,,,,2026-01-23T00:00:00.000,21000000,Contratación régimen especial,Decreto 092 de 2017,211,día(s),,,,Bogotá,Bogotá Fac. Ingenieria,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.81151700,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9730577,700698038,Presentación de oferta
HOSPITAL SUMAPAZ E.S.E,890702190,Tolima,Icononzo,Territorial,Centralizada,CO1.REQ.5071913,CD-141-2023,704834951,CO1.BDOS.4960881,CARLOS ALBERTO MONTES DURANGO,PRESTACIÓN DE SERVICIOS PROFESIONALES DE UN MÉDICO GENERAL PARA EL HOSPITAL SUMAPAZ E.S.E.,Presentación de oferta,2023-09-19T00:00:00.000,2023-09-19T00:00:00.000,,,,,2023-09-19T00:00:00.000,4704000,Contratación régimen especial,Regla aplicable,18,día(s),,,,Icononzo,GERENCIA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.85121502,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4971307,704834951,Presentación de oferta
ALCALDIA MUNICIPIO DE RICAURTE,890680059,Cundinamarca,Ricaurte,Territorial,Centralizada,CO1.REQ.3469058,MC 043-2022,703235119,CO1.BDOS.3379112,SUMINISTRO DE BONOS DE PRESTACIÓN DE SERVICIOS PÚBLICO DE TRANSPORTE CON DESTINO A LAS PERSONAS QUE ASISTEN A LOS PROGRAMAS DE FORMACIÓN ARTÍSTICA; CULTURAL; DEPORTIVA Y A LOS DIFERENTES PROGRAMAS SOC,SUMINISTRO DE BONOS DE PRESTACIÓN DE SERVICIOS PÚBLICO DE TRANSPORTE CON DESTINO A LAS PERSONAS QUE ASISTEN A LOS PROGRAMAS DE FORMACIÓN ARTÍSTICA; CULTURAL; DEPORTIVA Y A LOS DIFERENTES PROGRAMAS SOCIALES A REALIZARSE EN EL MUNICIPIO DE RICAURTE; (IDA Y REGRESO) A TRAVÉS DE LA MODALIDAD DE BONOS CON LA FRECUENCIA DEL DESPACHO DE VEHÍCULOS Y RUTAS ASIGNADAS A LA EMPRESA TRANSPORTADORA,Presentación de oferta,2022-10-10T00:00:00.000,2022-10-10T00:00:00.000,,,,,2022-10-10T00:00:00.000,27985500,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,2,Mes(es),2022-10-13T00:00:00.000,2022-10-13T00:00:00.000,,Ricaurte,SECRETARIA DE CONTRATACIÒN,0,0,2,0,0,0,0,0,0,Cancelado,100,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.78111803,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3383399,703235119,Presentación de oferta
ALCALDÍA MUNICIPAL DE CANDELARIA VALLE,891380038,Valle del Cauca,Candelaria,Territorial,Centralizada,CO1.REQ.4340766,MDC-SDA-SIP-004-2023,701400236,CO1.BDOS.4241803,SUMINISTRO DE ELEMENTOS E IMPLEMENTOS ASEO Y CAFETERÍA A MONTO AGOTABLE PARA LA ADMINISTRACIÓN MUNICIPAL DE CANDELARIA,SUMINISTRO DE ELEMENTOS E IMPLEMENTOS ASEO Y CAFETERÍA A MONTO AGOTABLE PARA LA ADMINISTRACIÓN MUNICIPAL DE CANDELARIA,Presentación de oferta,2023-04-03T00:00:00.000,2023-04-03T00:00:00.000,,,,,2023-04-03T00:00:00.000,0,Solicitud de información a los Proveedores,No,6,día(s),2023-04-04T00:00:00.000,,2023-04-03T00:00:00.000,Candelaria,SECRETARÍA DE DESARROLLO ADMINISTRATIVO -DADI,1570,0,14,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.47132100,Abierto,No,No Definido,"V147131600, V147131700, V150201700, V180141700",https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4255139,701400236,Presentación de oferta
